air_pollutant,unit_air_poll_lvl,air_pollutant_level,air_qual_stat_type,year,country,region,AQI_Index,geo_code,exceedance_amount
NO2,ug/m3,1.529,Background,2023,Spain,Southern Europe,3.8224999999999993,ES,0.0
NO2,ug/m3,2.758,Background,2023,Spain,Southern Europe,6.895,ES,0.0
NO2,ug/m3,2.829,Background,2023,Spain,Southern Europe,7.072500000000001,ES,0.0
PM10,ug/m3,16.475,Background,2023,Turkiye,European Candidate,41.18750000000001,TR,1.4750000000000014
PM10,ug/m3,14.523,Background,2023,Switzerland,Western Europe,36.3075,CH,0.0
PM10,ug/m3,39.246,Background,2023,Bosnia and Herzegovina,Southern Europe,98.115,BA,24.246000000000002
NO2,ug/m3,16.015,Traffic,2023,Spain,Southern Europe,40.0375,ES,6.015000000000001
NO2,ug/m3,8.421,Background,2023,Spain,Southern Europe,21.0525,ES,0.0
PM10,ug/m3,74.375,Background,2023,Turkiye,European Candidate,185.9375,TR,59.375
NO2,ug/m3,10.525,Background,2023,Spain,Southern Europe,26.3125,ES,0.5250000000000004
NO2,ug/m3,12.104,Traffic,2023,Spain,Southern Europe,30.26,ES,2.103999999999999
PM10,ug/m3,263.915,Background,2023,Turkiye,European Candidate,500.0,TR,248.91500000000002
PM10,ug/m3,12.325,Traffic,2023,Switzerland,Western Europe,30.8125,CH,0.0
PM10,ug/m3,13.256,Background,2023,Bulgaria,Eastern Europe,33.14,BG,0.0
NO2,ug/m3,2.053,Background,2023,Spain,Southern Europe,5.132499999999999,ES,0.0
PM10,ug/m3,60.302,Traffic,2023,Croatia,Southern Europe,150.755,HR,45.302
PM10,ug/m3,20.813,Background,2023,Bulgaria,Eastern Europe,52.03249999999999,BG,5.812999999999999
NO2,ug/m3,5.715,Background,2023,Spain,Southern Europe,14.2875,ES,0.0
NO2,ug/m3,11.407,Industrial,2023,Spain,Southern Europe,28.5175,ES,1.407
PM10,ug/m3,52.16,Background,2023,Turkiye,European Candidate,130.39999999999998,TR,37.16
PM10,ug/m3,188.095,Traffic,2023,Turkiye,European Candidate,470.2375,TR,173.095
PM10,ug/m3,18.05,Background,2023,Bulgaria,Eastern Europe,45.12500000000001,BG,3.0500000000000007
PM10,ug/m3,86.11,Industrial,2023,Turkiye,European Candidate,215.275,TR,71.11
NO2,ug/m3,21.25,Industrial,2023,Spain,Southern Europe,53.125,ES,11.25
PM10,ug/m3,17.729,Traffic,2023,Spain,Southern Europe,44.3225,ES,2.728999999999999
PM10,ug/m3,128.36,Background,2023,Turkiye,European Candidate,320.90000000000003,TR,113.36000000000001
PM10,ug/m3,25.406,Background,2023,Bulgaria,Eastern Europe,63.515,BG,10.405999999999999
PM10,ug/m3,13.573,Background,2023,Switzerland,Western Europe,33.9325,CH,0.0
NO2,ug/m3,16.484,Traffic,2023,Spain,Southern Europe,41.21,ES,6.484000000000002
NO2,ug/m3,2.173,Background,2023,Spain,Southern Europe,5.4325,ES,0.0
NO2,ug/m3,2.132,Background,2023,Spain,Southern Europe,5.33,ES,0.0
PM10,ug/m3,319.112,Industrial,2023,Bosnia and Herzegovina,Southern Europe,500.0,BA,304.112
NO2,ug/m3,26.632,Traffic,2023,Spain,Southern Europe,66.58000000000001,ES,16.632
NO2,ug/m3,14.147,Traffic,2023,Spain,Southern Europe,35.3675,ES,4.147
NO2,ug/m3,24.382,Traffic,2023,Spain,Southern Europe,60.955000000000005,ES,14.382000000000001
PM10,ug/m3,21.054,Background,2023,Bulgaria,Eastern Europe,52.635,BG,6.0539999999999985
NO2,ug/m3,17.653,Industrial,2023,Spain,Southern Europe,44.13249999999999,ES,7.652999999999999
NO2,ug/m3,2.253,Background,2023,Slovakia,Eastern Europe,5.6325,SK,0.0
NO2,ug/m3,12.761,Industrial,2023,Spain,Southern Europe,31.9025,ES,2.7609999999999992
PM10,ug/m3,22.683,Background,2023,Bulgaria,Eastern Europe,56.7075,BG,7.683
NO2,ug/m3,8.003,Industrial,2023,Spain,Southern Europe,20.0075,ES,0.0
NO2,ug/m3,2.715,Background,2023,Spain,Southern Europe,6.787499999999999,ES,0.0
NO2,ug/m3,10.453,Industrial,2023,Spain,Southern Europe,26.1325,ES,0.4529999999999994
PM10,ug/m3,19.131,Traffic,2023,Germany,Western Europe,47.8275,DE,4.131
NO2,ug/m3,7.06,Background,2023,Spain,Southern Europe,17.65,ES,0.0
NO2,ug/m3,12.346,Industrial,2023,Spain,Southern Europe,30.865,ES,2.346
PM10,ug/m3,13.258,Background,2023,Germany,Western Europe,33.145,DE,0.0
PM10,ug/m3,100.805,Industrial,2023,Turkiye,European Candidate,252.0125,TR,85.805
NO2,ug/m3,13.322,Background,2023,Spain,Southern Europe,33.30499999999999,ES,3.321999999999999
NO2,ug/m3,11.621,Background,2023,Spain,Southern Europe,29.0525,ES,1.6210000000000004
NO2,ug/m3,22.153,Traffic,2023,Spain,Southern Europe,55.3825,ES,12.152999999999999
PM10,ug/m3,11.608,Background,2023,Germany,Western Europe,29.020000000000003,DE,0.0
PM10,ug/m3,21.702,Background,2023,Bulgaria,Eastern Europe,54.25500000000001,BG,6.702000000000002
PM10,ug/m3,16.99,Traffic,2023,Germany,Western Europe,42.475,DE,1.9899999999999984
NO2,ug/m3,6.933,Background,2023,Spain,Southern Europe,17.3325,ES,0.0
NO2,ug/m3,13.974,Background,2023,Spain,Southern Europe,34.935,ES,3.974
NO2,ug/m3,10.012,Industrial,2023,Spain,Southern Europe,25.03,ES,0.012000000000000455
PM10,ug/m3,138.335,Industrial,2023,Turkiye,European Candidate,345.83750000000003,TR,123.33500000000001
NO2,ug/m3,7.744,Background,2023,Spain,Southern Europe,19.36,ES,0.0
PM10,ug/m3,32.143,Background,2023,Bulgaria,Eastern Europe,80.3575,BG,17.143
PM10,ug/m3,139.05,Traffic,2023,Turkiye,European Candidate,347.625,TR,124.05000000000001
NO2,ug/m3,26.96,Background,2023,Spain,Southern Europe,67.4,ES,16.96
NO2,ug/m3,13.218,Industrial,2023,Spain,Southern Europe,33.045,ES,3.218
PM10,ug/m3,25.29124177047443,Background,2023,Bulgaria,Eastern Europe,63.22810442618607,BG,10.291241770474429
NO2,ug/m3,8.416,Industrial,2023,Spain,Southern Europe,21.04,ES,0.0
NO2,ug/m3,7.731,Traffic,2023,Spain,Southern Europe,19.3275,ES,0.0
NO2,ug/m3,11.739,Traffic,2023,Spain,Southern Europe,29.347500000000004,ES,1.7390000000000008
NO2,ug/m3,9.863,Background,2023,Spain,Southern Europe,24.6575,ES,0.0
NO2,ug/m3,12.969,Industrial,2023,Spain,Southern Europe,32.4225,ES,2.9689999999999994
NO2,ug/m3,19.174,Industrial,2023,Spain,Southern Europe,47.935,ES,9.174
NO2,ug/m3,4.248,Background,2023,Slovakia,Eastern Europe,10.62,SK,0.0
PM10,ug/m3,14.809,Traffic,2023,Croatia,Southern Europe,37.0225,HR,0.0
NO2,ug/m3,12.697,Background,2023,Slovenia,Southern Europe,31.7425,SI,2.696999999999999
NO2,ug/m3,11.087,Industrial,2023,Spain,Southern Europe,27.7175,ES,1.0869999999999997
PM10,ug/m3,30.684,Traffic,2023,Croatia,Southern Europe,76.71,HR,15.684000000000001
PM10,ug/m3,19.592,Background,2023,Bosnia and Herzegovina,Southern Europe,48.98,BA,4.591999999999999
PM10,ug/m3,65.955,Background,2023,Bosnia and Herzegovina,Southern Europe,164.8875,BA,50.955
PM10,ug/m3,15.6,Background,2023,Switzerland,Western Europe,39.0,CH,0.5999999999999996
PM10,ug/m3,26.188,Traffic,2023,Sweden,Scandinavia Europe,65.47,SE,11.187999999999999
PM10,ug/m3,16.06,Traffic,2023,Germany,Western Europe,40.15,DE,1.0599999999999987
PM10,ug/m3,14.847,Background,2023,Austria,Western Europe,37.1175,AT,0.0
PM10,ug/m3,13.147,Traffic,2023,Sweden,Scandinavia Europe,32.8675,SE,0.0
PM10,ug/m3,15.34,Background,2023,Austria,Western Europe,38.35,AT,0.33999999999999986
PM10,ug/m3,16.522,Traffic,2023,Spain,Southern Europe,41.305,ES,1.5219999999999985
PM10,ug/m3,16.298,Traffic,2023,Sweden,Scandinavia Europe,40.745,SE,1.2979999999999983
PM10,ug/m3,12.286,Background,2023,Austria,Western Europe,30.715,AT,0.0
NO2,ug/m3,16.662,Background,2023,Germany,Western Europe,41.655,DE,6.661999999999999
PM10,ug/m3,13.852,Traffic,2023,Austria,Western Europe,34.63,AT,0.0
PM10,ug/m3,14.059,Background,2023,Austria,Western Europe,35.1475,AT,0.0
NO2,ug/m3,4.031,Background,2023,Spain,Southern Europe,10.0775,ES,0.0
PM10,ug/m3,16.029,Background,2023,Austria,Western Europe,40.0725,AT,1.029
PM10,ug/m3,18.282,Traffic,2023,Sweden,Scandinavia Europe,45.705,SE,3.282
PM10,ug/m3,14.113,Traffic,2023,Sweden,Scandinavia Europe,35.2825,SE,0.0
PM2.5,ug/m3,99.495,Traffic,2023,Turkiye,European Candidate,397.98,TR,94.495
PM10,ug/m3,21.041,Industrial,2023,Spain,Southern Europe,52.6025,ES,6.041
PM10,ug/m3,18.539,Traffic,2023,Sweden,Scandinavia Europe,46.3475,SE,3.5390000000000015
PM10,ug/m3,17.718,Traffic,2023,Germany,Western Europe,44.295,DE,2.718
PM10,ug/m3,14.453,Traffic,2023,Sweden,Scandinavia Europe,36.1325,SE,0.0
NO2,ug/m3,48.807,Traffic,2023,Germany,Western Europe,122.0175,DE,38.807
NO2,ug/m3,14.782,Traffic,2023,Spain,Southern Europe,36.955,ES,4.782
PM10,ug/m3,12.905,Background,2023,Germany,Western Europe,32.2625,DE,0.0
PM10,ug/m3,7.123,Background,2023,Sweden,Scandinavia Europe,17.8075,SE,0.0
PM2.5,ug/m3,46.925,Background,2023,Turkiye,European Candidate,187.7,TR,41.925
PM2.5,ug/m3,127.15,Background,2023,Turkiye,European Candidate,500.0,TR,122.15
NO2,ug/m3,16.77,Traffic,2023,Germany,Western Europe,41.925,DE,6.77
NO2,ug/m3,3.625,Background,2023,Spain,Southern Europe,9.0625,ES,0.0
PM10,ug/m3,18.447,Traffic,2023,Spain,Southern Europe,46.1175,ES,3.446999999999999
PM10,ug/m3,16.266,Traffic,2023,Germany,Western Europe,40.66499999999999,DE,1.2659999999999982
PM10,ug/m3,17.224,Traffic,2023,Spain,Southern Europe,43.06,ES,2.224
PM10,ug/m3,12.674,Background,2023,Germany,Western Europe,31.684999999999995,DE,0.0
PM10,ug/m3,12.327,Background,2023,Austria,Western Europe,30.8175,AT,0.0
PM10,ug/m3,9.369,Background,2023,Sweden,Scandinavia Europe,23.4225,SE,0.0
NO2,ug/m3,2.805,Background,2023,Spain,Southern Europe,7.012500000000001,ES,0.0
PM10,ug/m3,14.654,Traffic,2023,Austria,Western Europe,36.635,AT,0.0
PM10,ug/m3,7.506,Background,2023,Sweden,Scandinavia Europe,18.765,SE,0.0
PM2.5,ug/m3,43.63,Background,2023,Turkiye,European Candidate,174.52,TR,38.63
PM10,ug/m3,15.839,Traffic,2023,Spain,Southern Europe,39.5975,ES,0.8390000000000004
PM10,ug/m3,7.663,Traffic,2023,Sweden,Scandinavia Europe,19.1575,SE,0.0
PM10,ug/m3,12.443,Background,2023,Austria,Western Europe,31.1075,AT,0.0
NO2,ug/m3,7.652,Background,2023,Spain,Southern Europe,19.13,ES,0.0
PM10,ug/m3,14.661,Traffic,2023,Sweden,Scandinavia Europe,36.6525,SE,0.0
NO2,ug/m3,14.963,Traffic,2023,Spain,Southern Europe,37.4075,ES,4.962999999999999
NO2,ug/m3,7.334,Background,2023,Germany,Western Europe,18.335,DE,0.0
PM10,ug/m3,14.93,Traffic,2023,Sweden,Scandinavia Europe,37.325,SE,0.0
NO2,ug/m3,61.336,Traffic,2023,Germany,Western Europe,153.33999999999995,DE,51.336
PM10,ug/m3,18.604,Industrial,2023,Spain,Southern Europe,46.51,ES,3.603999999999999
PM10,ug/m3,12.835,Traffic,2023,Sweden,Scandinavia Europe,32.087500000000006,SE,0.0
PM10,ug/m3,15.613,Background,2023,Germany,Western Europe,39.0325,DE,0.6129999999999995
PM10,ug/m3,14.505,Background,2023,Belgium,Western Europe,36.2625,BE,0.0
PM10,ug/m3,16.887,Background,2023,Austria,Western Europe,42.2175,AT,1.8870000000000005
NO2,ug/m3,11.473,Background,2023,Germany,Western Europe,28.6825,DE,1.4730000000000008
PM10,ug/m3,18.983,Traffic,2023,Sweden,Scandinavia Europe,47.4575,SE,3.9830000000000005
PM10,ug/m3,13.681,Background,2023,Belgium,Western Europe,34.20249999999999,BE,0.0
PM10,ug/m3,15.595,Background,2023,Germany,Western Europe,38.9875,DE,0.5950000000000006
NO2,ug/m3,19.571,Traffic,2023,Germany,Western Europe,48.9275,DE,9.571000000000002
NO2,ug/m3,6.652,Background,2023,Spain,Southern Europe,16.63,ES,0.0
PM10,ug/m3,141.14,Background,2023,Turkiye,European Candidate,352.85,TR,126.13999999999999
NO2,ug/m3,11.631,Industrial,2023,Spain,Southern Europe,29.0775,ES,1.6310000000000002
PM10,ug/m3,79.3,Background,2023,Turkiye,European Candidate,198.25,TR,64.3
PM10,ug/m3,14.31,Background,2023,Germany,Western Europe,35.775,DE,0.0
NO2,ug/m3,15.649,Background,2023,Spain,Southern Europe,39.1225,ES,5.648999999999999
PM10,ug/m3,15.821,Background,2023,Germany,Western Europe,39.5525,DE,0.8209999999999997
NO2,ug/m3,6.636,Industrial,2023,Spain,Southern Europe,16.59,ES,0.0
NO2,ug/m3,14.49,Industrial,2023,Spain,Southern Europe,36.225,ES,4.49
NO2,ug/m3,7.305,Industrial,2023,Spain,Southern Europe,18.2625,ES,0.0
NO2,ug/m3,9.536,Industrial,2023,Spain,Southern Europe,23.84,ES,0.0
PM10,ug/m3,152.0,Background,2023,Turkiye,European Candidate,380.0,TR,137.0
NO2,ug/m3,17.549,Traffic,2023,Spain,Southern Europe,43.8725,ES,7.5489999999999995
NO2,ug/m3,6.577,Industrial,2023,Spain,Southern Europe,16.4425,ES,0.0
PM10,ug/m3,28.355,Background,2023,Bulgaria,Eastern Europe,70.8875,BG,13.355
NO2,ug/m3,18.899,Background,2023,Spain,Southern Europe,47.2475,ES,8.899000000000001
NO2,ug/m3,13.163,Background,2023,Spain,Southern Europe,32.9075,ES,3.1630000000000003
NO2,ug/m3,31.154,Background,2023,Spain,Southern Europe,77.885,ES,21.154
PM10,ug/m3,15.784,Traffic,2023,Germany,Western Europe,39.46,DE,0.7840000000000007
PM10,ug/m3,25.125,Background,2023,Bosnia and Herzegovina,Southern Europe,62.81250000000001,BA,10.125
PM10,ug/m3,31.031,Background,2023,Bulgaria,Eastern Europe,77.5775,BG,16.031
NO2,ug/m3,10.78,Background,2023,Slovakia,Eastern Europe,26.95,SK,0.7799999999999994
NO2,ug/m3,29.694,Traffic,2023,Germany,Western Europe,74.235,DE,19.694
NO2,ug/m3,14.309,Background,2023,Spain,Southern Europe,35.772499999999994,ES,4.308999999999999
NO2,ug/m3,11.034,Industrial,2023,Spain,Southern Europe,27.585000000000004,ES,1.0340000000000007
PM10,ug/m3,24.745,Background,2023,Bulgaria,Eastern Europe,61.8625,BG,9.745000000000001
NO2,ug/m3,18.432,Background,2023,Slovenia,Southern Europe,46.08,SI,8.431999999999999
NO2,ug/m3,17.904,Background,2023,Spain,Southern Europe,44.76,ES,7.904
NO2,ug/m3,2.559,Industrial,2023,Spain,Southern Europe,6.397500000000001,ES,0.0
NO2,ug/m3,25.082,Background,2023,Spain,Southern Europe,62.705,ES,15.082
NO2,ug/m3,19.109,Industrial,2023,Spain,Southern Europe,47.77250000000001,ES,9.109000000000002
PM10,ug/m3,13.495,Traffic,2023,Germany,Western Europe,33.7375,DE,0.0
NO2,ug/m3,4.373,Industrial,2023,Spain,Southern Europe,10.9325,ES,0.0
PM10,ug/m3,15.375,Background,2023,Croatia,Southern Europe,38.4375,HR,0.375
NO2,ug/m3,13.272,Background,2023,Spain,Southern Europe,33.18,ES,3.2720000000000002
NO2,ug/m3,20.077,Traffic,2023,Romania,Eastern Europe,50.19250000000001,RO,10.077000000000002
NO2,ug/m3,15.94,Background,2023,Germany,Western Europe,39.85,DE,5.9399999999999995
PM10,ug/m3,127.925,Background,2023,Turkiye,European Candidate,319.8125,TR,112.925
PM10,ug/m3,8.746,Traffic,2023,Sweden,Scandinavia Europe,21.865,SE,0.0
PM10,ug/m3,30.604,Background,2023,Bulgaria,Eastern Europe,76.51,BG,15.604
PM10,ug/m3,14.008,Traffic,2023,Switzerland,Western Europe,35.02,CH,0.0
NO2,ug/m3,25.263,Background,2023,Germany,Western Europe,63.1575,DE,15.263000000000002
NO2,ug/m3,5.739,Industrial,2023,Spain,Southern Europe,14.347499999999998,ES,0.0
NO2,ug/m3,14.493,Industrial,2023,Spain,Southern Europe,36.2325,ES,4.493
NO2,ug/m3,5.472,Background,2023,Spain,Southern Europe,13.68,ES,0.0
PM10,ug/m3,13.848,Industrial,2023,Germany,Western Europe,34.62,DE,0.0
NO2,ug/m3,27.123,Background,2023,Germany,Western Europe,67.8075,DE,17.123
PM2.5,ug/m3,66.585,Background,2023,Turkiye,European Candidate,266.34,TR,61.584999999999994
PM10,ug/m3,14.146,Industrial,2023,Austria,Western Europe,35.365,AT,0.0
PM10,ug/m3,26.885,Traffic,2023,Sweden,Scandinavia Europe,67.2125,SE,11.885000000000002
PM10,ug/m3,13.922,Background,2023,Austria,Western Europe,34.805,AT,0.0
PM2.5,ug/m3,57.3,Industrial,2023,Turkiye,European Candidate,229.2,TR,52.3
PM10,ug/m3,7.567,Background,2023,Austria,Western Europe,18.9175,AT,0.0
PM10,ug/m3,13.474,Background,2023,Austria,Western Europe,33.684999999999995,AT,0.0
PM2.5,ug/m3,21.855,Industrial,2023,Turkiye,European Candidate,87.42,TR,16.855
PM10,ug/m3,17.503,Traffic,2023,Spain,Southern Europe,43.7575,ES,2.503
PM2.5,ug/m3,57.715,Industrial,2023,Turkiye,European Candidate,230.86,TR,52.715
PM10,ug/m3,12.448,Background,2023,Austria,Western Europe,31.120000000000005,AT,0.0
NO2,ug/m3,4.875,Background,2023,Spain,Southern Europe,12.1875,ES,0.0
NO2,ug/m3,3.349,Background,2023,Germany,Western Europe,8.3725,DE,0.0
PM2.5,ug/m3,103.6,Background,2023,Turkiye,European Candidate,414.4,TR,98.6
PM10,ug/m3,16.457,Industrial,2023,Spain,Southern Europe,41.142500000000005,ES,1.4570000000000007
PM10,ug/m3,10.808,Background,2023,Sweden,Scandinavia Europe,27.02,SE,0.0
NO2,ug/m3,27.236,Background,2023,Germany,Western Europe,68.09,DE,17.236
NO2,ug/m3,28.245,Industrial,2023,Spain,Southern Europe,70.6125,ES,18.245
PM10,ug/m3,51.51,Background,2023,Turkiye,European Candidate,128.775,TR,36.51
NO2,ug/m3,11.51,Background,2023,Slovakia,Eastern Europe,28.775,SK,1.5099999999999998
NO2,ug/m3,4.574,Background,2023,Germany,Western Europe,11.435,DE,0.0
PM10,ug/m3,21.12,Background,2023,Bulgaria,Eastern Europe,52.8,BG,6.120000000000001
NO2,ug/m3,31.451,Traffic,2023,Spain,Southern Europe,78.62750000000001,ES,21.451
NO2,ug/m3,11.174,Background,2023,Slovakia,Eastern Europe,27.935,SK,1.1739999999999995
NO2,ug/m3,4.63,Industrial,2023,Bulgaria,Eastern Europe,11.575,BG,0.0
PM2.5,ug/m3,60.315,Traffic,2023,Turkiye,European Candidate,241.26,TR,55.315
NO2,ug/m3,3.37,Background,2023,Spain,Southern Europe,8.425,ES,0.0
PM10,ug/m3,12.028,Traffic,2023,Austria,Western Europe,30.070000000000004,AT,0.0
PM10,ug/m3,16.897,Traffic,2023,Belgium,Western Europe,42.24249999999999,BE,1.8969999999999985
PM10,ug/m3,17.306,Traffic,2023,Norway,Scandinavia Europe,43.265,NO,2.306000000000001
NO2,ug/m3,6.646,Background,2023,Sweden,Scandinavia Europe,16.615,SE,0.0
PM10,ug/m3,16.244,Industrial,2023,Italy,Southern Europe,40.61,IT,1.2439999999999998
PM2.5,ug/m3,3.191,Background,2023,Belgium,Western Europe,12.764,BE,0.0
PM2.5,ug/m3,10.022,Traffic,2023,Belgium,Western Europe,40.088,BE,5.022
PM2.5,ug/m3,10.248,Industrial,2023,Belgium,Western Europe,40.992,BE,5.247999999999999
PM10,ug/m3,14.048,Background,2023,Poland,Eastern Europe,35.120000000000005,PL,0.0
NO2,ug/m3,21.267,Traffic,2023,Germany,Western Europe,53.1675,DE,11.267
PM2.5,ug/m3,7.852,Background,2023,France,Western Europe,31.408,FR,2.8520000000000003
NO2,ug/m3,23.41,Background,2023,Italy,Southern Europe,58.525000000000006,IT,13.41
NO2,ug/m3,16.69,Background,2023,Germany,Western Europe,41.725,DE,6.690000000000001
PM10,ug/m3,10.384,Traffic,2023,Norway,Scandinavia Europe,25.96,NO,0.0
NO2,ug/m3,22.186,Traffic,2023,Italy,Southern Europe,55.465,IT,12.186
PM10,ug/m3,13.244,Background,2023,Netherlands,Western Europe,33.11,NL,0.0
NO2,ug/m3,21.822,Background,2023,Germany,Western Europe,54.555,DE,11.822
PM10,ug/m3,20.537,Background,2023,Poland,Eastern Europe,51.3425,PL,5.536999999999999
PM2.5,ug/m3,8.246,Background,2023,France,Western Europe,32.984,FR,3.2460000000000004
NO2,ug/m3,3.133,Background,2023,Germany,Western Europe,7.8325,DE,0.0
PM10,ug/m3,14.278,Background,2023,Netherlands,Western Europe,35.695,NL,0.0
PM10,ug/m3,20.11,Background,2023,Poland,Eastern Europe,50.275000000000006,PL,5.109999999999999
NO2,ug/m3,23.81,Traffic,2023,Italy,Southern Europe,59.52499999999999,IT,13.809999999999999
PM10,ug/m3,28.671,Background,2023,Poland,Eastern Europe,71.6775,PL,13.671
PM10,ug/m3,19.867,Traffic,2023,Italy,Southern Europe,49.6675,IT,4.867000000000001
PM10,ug/m3,31.027,Background,2023,Poland,Eastern Europe,77.5675,PL,16.027
NO2,ug/m3,26.632,Traffic,2023,Germany,Western Europe,66.58000000000001,DE,16.632
PM2.5,ug/m3,14.076296767052176,Background,2023,Bosnia and Herzegovina,Southern Europe,56.30518706820871,BA,9.076296767052176
PM2.5,ug/m3,5.275,Traffic,2023,France,Western Europe,21.1,FR,0.27500000000000036
NO2,ug/m3,16.342,Background,2023,Germany,Western Europe,40.855,DE,6.341999999999999
PM2.5,ug/m3,59.102,Background,2023,Bosnia and Herzegovina,Southern Europe,236.408,BA,54.102
NO2,ug/m3,2.879,Background,2023,Italy,Southern Europe,7.1975,IT,0.0
NO2,ug/m3,15.598,Background,2023,Germany,Western Europe,38.995000000000005,DE,5.598000000000001
NO2,ug/m3,7.045,Background,2023,Italy,Southern Europe,17.6125,IT,0.0
PM10,ug/m3,18.067,Traffic,2023,Italy,Southern Europe,45.1675,IT,3.067
PM10,ug/m3,12.436,Industrial,2023,Italy,Southern Europe,31.09,IT,0.0
NO2,ug/m3,3.73,Background,2023,Germany,Western Europe,9.325,DE,0.0
PM10,ug/m3,15.931,Industrial,2023,Italy,Southern Europe,39.8275,IT,0.9309999999999992
PM10,ug/m3,18.467,Background,2023,Italy,Southern Europe,46.1675,IT,3.4669999999999987
PM10,ug/m3,22.409,Background,2023,Italy,Southern Europe,56.0225,IT,7.408999999999999
PM2.5,ug/m3,8.799,Background,2023,France,Western Europe,35.196,FR,3.7989999999999995
PM2.5,ug/m3,8.722,Background,2023,France,Western Europe,34.888,FR,3.7219999999999995
PM10,ug/m3,22.912,Background,2023,Italy,Southern Europe,57.28,IT,7.911999999999999
NO2,ug/m3,11.733,Industrial,2023,Italy,Southern Europe,29.3325,IT,1.7330000000000005
NO2,ug/m3,13.797,Background,2023,Italy,Southern Europe,34.49250000000001,IT,3.7970000000000006
PM2.5,ug/m3,5.469,Background,2023,Belgium,Western Europe,21.876,BE,0.4690000000000003
NO2,ug/m3,30.641,Background,2023,Italy,Southern Europe,76.60249999999999,IT,20.641
NO2,ug/m3,41.331,Traffic,2023,Spain,Southern Europe,103.3275,ES,31.331000000000003
PM2.5,ug/m3,8.6,Background,2023,Belgium,Western Europe,34.4,BE,3.5999999999999996
PM2.5,ug/m3,8.531,Background,2023,France,Western Europe,34.124,FR,3.5310000000000006
PM2.5,ug/m3,9.787,Background,2023,Belgium,Western Europe,39.148,BE,4.787000000000001
NO2,ug/m3,31.316,Traffic,2023,Germany,Western Europe,78.28999999999999,DE,21.316
NO2,ug/m3,22.702,Background,2023,Italy,Southern Europe,56.755,IT,12.702000000000002
PM10,ug/m3,14.817,Background,2023,Netherlands,Western Europe,37.0425,NL,0.0
PM10,ug/m3,16.524,Traffic,2023,Italy,Southern Europe,41.31,IT,1.524000000000001
PM2.5,ug/m3,7.515,Traffic,2023,Belgium,Western Europe,30.06,BE,2.5149999999999997
PM10,ug/m3,24.645,Industrial,2023,Italy,Southern Europe,61.6125,IT,9.645
NO2,ug/m3,6.66,Industrial,2023,Turkiye,European Candidate,16.650000000000002,TR,0.0
PM2.5,ug/m3,8.372,Background,2023,France,Western Europe,33.488,FR,3.372
PM2.5,ug/m3,6.518,Background,2023,France,Western Europe,26.072,FR,1.5179999999999998
PM2.5,ug/m3,11.524,Traffic,2023,Belgium,Western Europe,46.096,BE,6.523999999999999
PM2.5,ug/m3,6.266,Background,2023,France,Western Europe,25.064,FR,1.266
NO2,ug/m3,8.774,Background,2023,Italy,Southern Europe,21.935,IT,0.0
PM2.5,ug/m3,10.396,Industrial,2023,Belgium,Western Europe,41.584,BE,5.396000000000001
PM10,ug/m3,25.29124177047443,Traffic,2023,North Macedonia,Southern Europe,63.22810442618607,MK,10.291241770474429
NO2,ug/m3,110.025,Background,2023,Turkiye,European Candidate,275.06250000000006,TR,100.025
PM2.5,ug/m3,7.754,Background,2023,France,Western Europe,31.016,FR,2.7539999999999996
PM10,ug/m3,18.696,Traffic,2023,Netherlands,Western Europe,46.74,NL,3.6960000000000015
NO2,ug/m3,39.85,Traffic,2023,Italy,Southern Europe,99.625,IT,29.85
PM2.5,ug/m3,7.179,Background,2023,France,Western Europe,28.716,FR,2.1790000000000003
NO2,ug/m3,2.1,Background,2023,Italy,Southern Europe,5.250000000000001,IT,0.0
PM10,ug/m3,16.976,Traffic,2023,Norway,Scandinavia Europe,42.44,NO,1.975999999999999
PM2.5,ug/m3,10.806,Background,2023,France,Western Europe,43.224,FR,5.805999999999999
NO2,ug/m3,20.488,Traffic,2023,Germany,Western Europe,51.22,DE,10.488
PM10,ug/m3,32.873,Background,2023,Italy,Southern Europe,82.18249999999999,IT,17.872999999999998
PM10,ug/m3,22.647,Background,2023,Poland,Eastern Europe,56.6175,PL,7.6469999999999985
PM10,ug/m3,25.386,Traffic,2023,Italy,Southern Europe,63.465,IT,10.386
PM2.5,ug/m3,8.418,Background,2023,Belgium,Western Europe,33.672,BE,3.4179999999999993
PM10,ug/m3,21.394,Traffic,2023,Italy,Southern Europe,53.48499999999999,IT,6.393999999999998
NO2,ug/m3,14.107,Background,2023,Germany,Western Europe,35.2675,DE,4.106999999999999
PM10,ug/m3,77.764,Traffic,2023,North Macedonia,Southern Europe,194.41,MK,62.763999999999996
NO2,ug/m3,20.801,Traffic,2023,Italy,Southern Europe,52.0025,IT,10.800999999999998
PM10,ug/m3,18.629,Background,2023,Poland,Eastern Europe,46.572500000000005,PL,3.6290000000000013
NO2,ug/m3,26.201,Traffic,2023,Germany,Western Europe,65.5025,DE,16.201
NO2,ug/m3,5.257,Background,2023,Germany,Western Europe,13.142499999999998,DE,0.0
NO2,ug/m3,1.917,Background,2023,Germany,Western Europe,4.7925,DE,0.0
PM2.5,ug/m3,7.607,Background,2023,Belgium,Western Europe,30.428,BE,2.607
NO2,ug/m3,142.73,Background,2023,Turkiye,European Candidate,356.825,TR,132.73
PM10,ug/m3,26.548,Background,2023,Italy,Southern Europe,66.36999999999999,IT,11.547999999999998
